CustomerID,Gender,SeniorCitizen,Tenure,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST_02583,Female,0,65,Two year,Yes,Bank transfer (automatic),37.62,2445.3,No
CUST_02584,Female,0,24,Month-to-month,No,Mailed check,101.76,2442.24,No
CUST_02585,Male,0,4,Two year,No,Credit card (automatic),51.04,204.16,No
CUST_02586,Female,0,68,Two year,No,Electronic check,66.62,4530.16,No
CUST_02587,Female,0,25,Two year,Yes,Credit card (automatic),44.68,1117.0,No
CUST_02588,Female,0,7,Month-to-month,Yes,Electronic check,70.04,490.28,Yes
CUST_02589,Female,0,13,Month-to-month,No,Mailed check,51.63,671.19,No
CUST_02590,Male,0,68,Month-to-month,No,Mailed check,108.28,7363.04,No
CUST_02591,Female,0,43,Month-to-month,No,Mailed check,98.81,4248.83,Yes
CUST_02592,Female,0,57,Month-to-month,Yes,Mailed check,55.64,3171.48,No
CUST_02593,Male,0,36,Two year,No,Electronic check,79.98,2879.28,No
CUST_02594,Female,0,14,Month-to-month,Yes,Bank transfer (automatic),86.3,1208.2,No
CUST_02595,Male,0,72,One year,No,Electronic check,82.69,5953.68,No
CUST_02596,Female,0,27,Two year,Yes,Mailed check,33.33,899.91,No
CUST_02597,Male,0,37,Month-to-month,Yes,Bank transfer (automatic),73.37,2714.69,No
CUST_02598,Male,0,71,Month-to-month,No,Credit card (automatic),90.18,6402.78,No
CUST_02599,Male,0,25,Two year,Yes,Electronic check,35.32,883.0,No
CUST_02600,Male,0,67,Month-to-month,Yes,Credit card (automatic),79.33,5315.11,No
CUST_02601,Female,0,4,One year,Yes,Mailed check,62.13,248.52,No
CUST_02602,Male,0,16,Month-to-month,No,Credit card (automatic),62.96,1007.36,No
CUST_02603,Female,0,19,Two year,Yes,Bank transfer (automatic),45.01,855.19,No
CUST_02604,Male,0,29,Month-to-month,Yes,Bank transfer (automatic),108.03,3132.87,No
CUST_02605,Male,0,51,Month-to-month,No,Bank transfer (automatic),67.32,3433.32,No
CUST_02606,Male,0,18,One year,Yes,Electronic check,50.67,912.06,No
CUST_02607,Female,0,58,Month-to-month,Yes,Credit card (automatic),82.17,4765.86,No
CUST_02608,Male,0,44,Month-to-month,Yes,Credit card (automatic),90.26,3971.44,Yes
CUST_02609,Female,0,16,Month-to-month,No,Credit card (automatic),93.51,1496.16,No
CUST_02610,Female,1,65,Month-to-month,Yes,Mailed check,95.25,6191.25,No
CUST_02611,Female,1,2,One year,No,Electronic check,41.84,83.68,No
CUST_02612,Female,1,56,One year,Yes,Electronic check,59.69,3342.64,No
CUST_02613,Female,0,28,One year,No,Credit card (automatic),78.7,2203.6,No
CUST_02614,Female,0,65,One year,No,Electronic check,85.24,5540.6,No
CUST_02615,Female,0,5,Month-to-month,Yes,Credit card (automatic),86.13,430.65,No
CUST_02616,Female,0,22,Month-to-month,Yes,Credit card (automatic),53.14,1169.08,No
CUST_02617,Female,0,13,Two year,No,Credit card (automatic),49.83,647.79,No
CUST_02618,Male,0,65,Two year,Yes,Bank transfer (automatic),33.71,2191.15,No
CUST_02619,Male,0,16,Month-to-month,No,Mailed check,94.91,1518.56,No
CUST_02620,Male,0,64,Month-to-month,Yes,Electronic check,53.81,3443.84,Yes
CUST_02621,Male,0,32,Month-to-month,No,Mailed check,61.14,1956.48,No
CUST_02622,Male,1,51,One year,Yes,Bank transfer (automatic),60.85,3103.35,No
CUST_02623,Female,0,58,One year,No,Electronic check,63.13,3661.54,No
CUST_02624,Female,0,46,Month-to-month,Yes,Credit card (automatic),74.39,3421.94,Yes
CUST_02625,Female,1,52,One year,Yes,Mailed check,63.17,3284.84,No
CUST_02626,Female,0,63,Month-to-month,Yes,Bank transfer (automatic),92.79,5845.77,No
CUST_02627,Female,0,60,Month-to-month,Yes,Electronic check,72.16,4329.6,No
CUST_02628,Female,0,65,Two year,Yes,Electronic check,57.39,3730.35,No
CUST_02629,Female,0,55,Month-to-month,Yes,Mailed check,68.2,3751.0,No
CUST_02630,Male,1,57,Month-to-month,No,Mailed check,71.22,4059.54,No
CUST_02631,Male,0,71,Two year,Yes,Electronic check,60.69,4308.99,No
CUST_02632,Male,0,26,Two year,No,Electronic check,54.52,1417.52,No
CUST_02633,Male,0,12,Two year,Yes,Bank transfer (automatic),66.15,793.8,Yes
CUST_02634,Female,0,71,Month-to-month,Yes,Credit card (automatic),83.63,5937.73,No
CUST_02635,Female,1,46,Month-to-month,Yes,Credit card (automatic),98.21,4517.66,Yes
CUST_02636,Female,0,47,Two year,No,Bank transfer (automatic),52.17,2451.99,No
CUST_02637,Male,0,38,One year,No,Electronic check,64.55,2452.9,No
CUST_02638,Female,0,21,Two year,Yes,Mailed check,63.5,1333.5,Yes
CUST_02639,Female,0,14,Month-to-month,No,Mailed check,63.27,885.78,No
CUST_02640,Female,1,2,Month-to-month,Yes,Electronic check,73.16,146.32,No
CUST_02641,Male,0,72,Two year,Yes,Bank transfer (automatic),61.24,4409.28,No
CUST_02642,Female,0,70,One year,Yes,Electronic check,41.44,2900.8,No
CUST_02643,Male,0,33,Month-to-month,Yes,Mailed check,76.22,2515.26,No
CUST_02644,Male,0,6,Month-to-month,Yes,Electronic check,85.93,515.58,Yes
CUST_02645,Male,0,37,Month-to-month,No,Electronic check,108.04,3997.48,Yes
CUST_02646,Male,1,14,Month-to-month,Yes,Bank transfer (automatic),102.62,1436.68,Yes
CUST_02647,Female,0,37,Month-to-month,No,Credit card (automatic),66.84,2473.08,No
CUST_02648,Male,1,8,Month-to-month,Yes,Mailed check,80.43,643.44,Yes
CUST_02649,Male,0,13,Two year,Yes,Mailed check,32.82,426.66,Yes
CUST_02650,Female,0,40,Month-to-month,No,Electronic check,64.45,2578.0,No
CUST_02651,Female,0,58,Two year,No,Mailed check,68.74,3986.92,No
CUST_02652,Male,0,18,Month-to-month,No,Mailed check,57.4,1033.2,No
CUST_02653,Female,1,57,One year,Yes,Credit card (automatic),52.88,3014.16,No
CUST_02654,Male,0,38,Month-to-month,No,Mailed check,106.64,4052.32,Yes
CUST_02655,Male,0,32,One year,No,Mailed check,81.19,2598.08,No
CUST_02656,Male,0,66,Two year,Yes,Bank transfer (automatic),69.09,4559.94,No
CUST_02657,Male,0,25,Two year,Yes,Bank transfer (automatic),73.23,1830.75,Yes
CUST_02658,Female,0,58,One year,Yes,Bank transfer (automatic),77.48,4493.84,No
CUST_02659,Male,0,33,Month-to-month,Yes,Bank transfer (automatic),57.24,1888.92,Yes
CUST_02660,Female,0,66,Two year,Yes,Bank transfer (automatic),55.83,3684.78,No
CUST_02661,Female,0,30,Two year,No,Credit card (automatic),52.21,1566.3,No
CUST_02662,Female,0,34,Two year,Yes,Mailed check,45.56,1549.04,No
CUST_02663,Female,0,69,Month-to-month,No,Electronic check,100.04,6902.76,Yes
CUST_02664,Male,0,48,Two year,No,Credit card (automatic),53.21,2554.08,No
CUST_02665,Female,0,40,Month-to-month,Yes,Electronic check,53.62,2144.8,No
CUST_02666,Male,1,51,Month-to-month,Yes,Bank transfer (automatic),66.5,3391.5,No
CUST_02667,Female,0,13,Month-to-month,Yes,Mailed check,63.72,828.36,No
CUST_02668,Female,0,31,Month-to-month,No,Bank transfer (automatic),103.25,3200.75,No
CUST_02669,Male,0,39,Two year,No,Credit card (automatic),62.37,2432.43,No
CUST_02670,Male,0,63,Two year,Yes,Electronic check,58.02,3655.26,No
CUST_02671,Male,0,48,Two year,No,Mailed check,55.33,2655.84,No
CUST_02672,Female,0,48,One year,Yes,Credit card (automatic),72.51,3480.48,No
CUST_02673,Female,0,61,One year,No,Credit card (automatic),77.74,4742.14,No
CUST_02674,Male,0,12,One year,Yes,Mailed check,67.72,812.64,No
CUST_02675,Male,0,56,Month-to-month,Yes,Mailed check,106.3,5952.8,Yes
CUST_02676,Male,0,18,Two year,Yes,Credit card (automatic),78.84,1419.12,No
CUST_02677,Male,1,27,One year,Yes,Electronic check,89.77,2423.79,No
CUST_02678,Female,0,28,One year,Yes,Electronic check,73.47,2057.16,Yes
CUST_02679,Male,0,52,One year,No,Credit card (automatic),86.63,4504.76,No
CUST_02680,Male,1,16,Two year,Yes,Credit card (automatic),50.22,803.52,No
CUST_02681,Male,0,58,Month-to-month,No,Bank transfer (automatic),101.58,5891.64,No
CUST_02682,Male,0,9,Month-to-month,Yes,Bank transfer (automatic),104.55,940.95,Yes
CUST_02683,Female,0,26,Two year,No,Electronic check,75.21,1955.46,No
CUST_02684,Male,1,28,Month-to-month,No,Bank transfer (automatic),99.85,2795.8,Yes
CUST_02685,Female,0,36,Two year,No,Electronic check,50.33,1811.88,No
CUST_02686,Male,1,9,Month-to-month,Yes,Mailed check,59.53,535.77,No
CUST_02687,Male,0,47,Month-to-month,Yes,Bank transfer (automatic),70.04,3291.88,No
CUST_02688,Female,0,51,Two year,No,Electronic check,68.36,3486.36,No
CUST_02689,Male,1,57,Month-to-month,Yes,Electronic check,63.97,3646.29,Yes
CUST_02690,Female,0,32,One year,Yes,Credit card (automatic),63.91,2045.12,Yes
CUST_02691,Female,0,67,Month-to-month,Yes,Electronic check,83.92,5622.64,No
CUST_02692,Male,0,57,Month-to-month,No,Bank transfer (automatic),86.23,4915.11,No
CUST_02693,Female,0,54,One year,No,Credit card (automatic),86.79,4686.66,No
CUST_02694,Female,1,16,Month-to-month,No,Credit card (automatic),89.69,1435.04,No
CUST_02695,Female,0,62,Two year,Yes,Bank transfer (automatic),69.31,4297.22,No
CUST_02696,Female,0,56,Two year,Yes,Mailed check,59.09,3309.04,No
CUST_02697,Female,0,23,Month-to-month,No,Bank transfer (automatic),100.01,2300.23,No
CUST_02698,Female,0,17,One year,Yes,Bank transfer (automatic),53.18,904.06,Yes
CUST_02699,Female,0,38,One year,Yes,Credit card (automatic),50.49,1918.62,No
CUST_02700,Female,0,72,Month-to-month,Yes,Bank transfer (automatic),105.58,7601.76,No
CUST_02701,Male,0,30,Month-to-month,Yes,Mailed check,91.61,2748.3,No
CUST_02702,Male,1,58,Month-to-month,Yes,Mailed check,90.29,5236.82,Yes
CUST_02703,Female,0,22,One year,Yes,Mailed check,63.36,1393.92,No
CUST_02704,Male,0,17,One year,Yes,Credit card (automatic),58.83,1000.11,Yes
CUST_02705,Female,1,15,One year,Yes,Bank transfer (automatic),67.78,1016.7,Yes
CUST_02706,Female,0,48,Two year,No,Electronic check,36.03,1729.44,No
CUST_02707,Male,0,32,Two year,Yes,Bank transfer (automatic),52.74,1687.68,No
CUST_02708,Female,0,40,One year,Yes,Mailed check,62.77,2510.8,No
CUST_02709,Female,1,57,Two year,No,Bank transfer (automatic),56.92,3244.44,No
CUST_02710,Female,0,58,Month-to-month,No,Credit card (automatic),88.08,5108.64,Yes
CUST_02711,Female,1,16,Two year,Yes,Bank transfer (automatic),77.87,1245.92,Yes
CUST_02712,Male,0,28,One year,No,Credit card (automatic),72.61,2033.08,Yes
CUST_02713,Female,0,1,Two year,Yes,Electronic check,74.19,74.19,No
CUST_02714,Female,0,41,One year,Yes,Electronic check,67.82,2780.62,No
CUST_02715,Female,0,48,Month-to-month,Yes,Credit card (automatic),87.62,4205.76,No
CUST_02716,Male,0,31,One year,Yes,Bank transfer (automatic),43.49,1348.19,No
CUST_02717,Female,0,36,Month-to-month,No,Mailed check,58.0,2088.0,No
CUST_02718,Male,0,33,One year,Yes,Credit card (automatic),68.98,2276.34,No
CUST_02719,Male,0,33,Month-to-month,Yes,Bank transfer (automatic),73.74,2433.42,Yes
CUST_02720,Female,0,23,Two year,No,Bank transfer (automatic),69.94,1608.62,No
CUST_02721,Female,0,60,One year,Yes,Bank transfer (automatic),67.16,4029.6,No
CUST_02722,Male,0,30,One year,No,Mailed check,84.11,2523.3,No
CUST_02723,Female,0,45,Month-to-month,No,Mailed check,108.34,4875.3,Yes
CUST_02724,Male,0,39,Two year,Yes,Mailed check,37.38,1457.82,No
CUST_02725,Male,0,45,Two year,No,Credit card (automatic),49.74,2238.3,No
CUST_02726,Female,0,12,Two year,Yes,Credit card (automatic),63.25,759.0,Yes
CUST_02727,Female,0,32,Month-to-month,Yes,Mailed check,68.33,2186.56,No
CUST_02728,Male,1,56,One year,Yes,Credit card (automatic),53.35,2987.6,Yes
CUST_02729,Male,0,24,Month-to-month,No,Mailed check,98.82,2371.68,No
CUST_02730,Male,0,13,One year,No,Credit card (automatic),89.02,1157.26,No
CUST_02731,Male,0,20,Month-to-month,Yes,Bank transfer (automatic),96.43,1928.6,No
CUST_02732,Female,0,56,One year,Yes,Mailed check,66.18,3706.08,No
CUST_02733,Female,0,53,One year,Yes,Credit card (automatic),62.13,3292.89,No
CUST_02734,Female,0,68,Month-to-month,No,Bank transfer (automatic),82.38,5601.84,No
CUST_02735,Female,0,54,Month-to-month,No,Bank transfer (automatic),77.77,4199.58,No
CUST_02736,Female,0,34,Two year,No,Credit card (automatic),55.14,1874.76,No
CUST_02737,Male,0,28,Month-to-month,No,Bank transfer (automatic),62.21,1741.88,Yes
CUST_02738,Female,0,50,Two year,Yes,Electronic check,75.19,3759.5,Yes
CUST_02739,Female,0,2,Month-to-month,Yes,Mailed check,95.27,190.54,Yes
CUST_02740,Female,0,26,Month-to-month,Yes,Mailed check,90.86,2362.36,No
CUST_02741,Female,1,51,Month-to-month,No,Bank transfer (automatic),107.0,5457.0,No
CUST_02742,Female,0,47,Two year,Yes,Credit card (automatic),44.22,2078.34,No
CUST_02743,Male,0,26,Month-to-month,Yes,Electronic check,54.87,1426.62,Yes
CUST_02744,Male,1,61,Two year,No,Credit card (automatic),71.31,4349.91,No
CUST_02745,Male,0,23,One year,No,Mailed check,89.92,2068.16,No
CUST_02746,Female,0,37,Month-to-month,Yes,Bank transfer (automatic),84.71,3134.27,No
CUST_02747,Male,0,41,One year,No,Electronic check,42.94,1760.54,No
CUST_02748,Male,1,52,Month-to-month,No,Bank transfer (automatic),96.83,5035.16,No
CUST_02749,Female,0,49,Two year,Yes,Electronic check,33.69,1650.81,No
CUST_02750,Female,0,27,Month-to-month,Yes,Bank transfer (automatic),82.4,2224.8,No
CUST_02751,Female,0,6,Month-to-month,Yes,Credit card (automatic),66.65,399.9,No
CUST_02752,Male,1,66,Two year,Yes,Mailed check,75.75,4999.5,No
CUST_02753,Male,0,24,Two year,No,Bank transfer (automatic),52.57,1261.68,Yes
CUST_02754,Female,0,38,Month-to-month,Yes,Bank transfer (automatic),103.91,3948.58,No
CUST_02755,Female,1,28,Two year,Yes,Electronic check,44.95,1258.6,No
CUST_02756,Male,0,28,Month-to-month,Yes,Credit card (automatic),73.24,2050.72,Yes
CUST_02757,Male,0,66,Two year,Yes,Credit card (automatic),77.36,5105.76,No
CUST_02758,Female,0,61,One year,Yes,Electronic check,50.07,3054.27,No
CUST_02759,Female,0,46,Month-to-month,No,Credit card (automatic),84.71,3896.66,No
CUST_02760,Male,1,69,Month-to-month,Yes,Mailed check,73.31,5058.39,No
CUST_02761,Female,0,43,Month-to-month,No,Bank transfer (automatic),96.45,4147.35,Yes
CUST_02762,Male,0,59,Month-to-month,No,Electronic check,57.76,3407.84,No
CUST_02763,Male,0,2,Month-to-month,Yes,Credit card (automatic),76.23,152.46,Yes
CUST_02764,Male,0,15,One year,No,Mailed check,74.95,1124.25,No
CUST_02765,Male,1,37,Two year,No,Mailed check,50.35,1862.95,No
CUST_02766,Female,0,71,Month-to-month,Yes,Credit card (automatic),53.51,3799.21,No
CUST_02767,Female,0,20,One year,Yes,Credit card (automatic),75.26,1505.2,Yes
CUST_02768,Male,0,35,One year,No,Electronic check,65.16,2280.6,Yes
CUST_02769,Male,1,34,Two year,No,Credit card (automatic),30.57,1039.38,Yes
CUST_02770,Male,0,31,One year,Yes,Electronic check,70.63,2189.53,No
CUST_02771,Male,0,19,One year,Yes,Bank transfer (automatic),85.99,1633.81,No
CUST_02772,Male,0,68,Month-to-month,Yes,Mailed check,56.66,3852.88,No
CUST_02773,Female,0,24,Month-to-month,Yes,Electronic check,85.44,2050.56,No
CUST_02774,Female,0,39,Month-to-month,Yes,Mailed check,93.72,3655.08,No
CUST_02775,Female,0,54,Month-to-month,Yes,Bank transfer (automatic),54.25,2929.5,Yes
CUST_02776,Female,0,39,Month-to-month,Yes,Credit card (automatic),51.36,2003.04,Yes
CUST_02777,Male,0,17,One year,Yes,Electronic check,63.21,1074.57,No
CUST_02778,Male,0,19,Month-to-month,Yes,Credit card (automatic),97.47,1851.93,No
CUST_02779,Male,1,48,One year,Yes,Mailed check,48.04,2305.92,No
CUST_02780,Male,0,35,Month-to-month,Yes,Electronic check,100.2,3507.0,Yes
CUST_02781,Male,1,32,Two year,Yes,Bank transfer (automatic),62.83,2010.56,No
CUST_02782,Female,0,47,Two year,No,Bank transfer (automatic),46.61,2190.67,No
CUST_02783,Male,0,47,Month-to-month,No,Credit card (automatic),80.95,3804.65,No
CUST_02784,Female,1,64,Month-to-month,Yes,Bank transfer (automatic),107.93,6907.52,No
CUST_02785,Female,0,46,One year,Yes,Bank transfer (automatic),50.82,2337.72,No
CUST_02786,Female,0,35,Month-to-month,Yes,Credit card (automatic),79.97,2798.95,No
CUST_02787,Female,1,17,Month-to-month,Yes,Credit card (automatic),87.47,1486.99,No
CUST_02788,Male,0,42,Month-to-month,Yes,Electronic check,58.28,2447.76,No
CUST_02789,Female,0,29,Two year,Yes,Electronic check,32.18,933.22,No
CUST_02790,Female,0,70,Two year,No,Credit card (automatic),30.67,2146.9,No
CUST_02791,Female,0,17,One year,Yes,Mailed check,56.23,955.91,No
CUST_02792,Male,0,14,One year,Yes,Mailed check,43.7,611.8,No
CUST_02793,Male,0,24,Two year,No,Electronic check,70.19,1684.56,No
CUST_02794,Male,0,57,Two year,No,Electronic check,79.87,4552.59,No
CUST_02795,Female,0,50,Two year,Yes,Credit card (automatic),33.07,1653.5,No
CUST_02796,Female,0,57,Month-to-month,Yes,Mailed check,75.96,4329.72,No
CUST_02797,Male,0,61,Month-to-month,Yes,Credit card (automatic),51.54,3143.94,Yes
CUST_02798,Female,0,39,One year,Yes,Electronic check,46.7,1821.3,No
CUST_02799,Male,0,55,One year,Yes,Bank transfer (automatic),56.15,3088.25,No
CUST_02800,Male,0,36,Month-to-month,Yes,Bank transfer (automatic),73.62,2650.32,No
CUST_02801,Female,0,37,Month-to-month,Yes,Bank transfer (automatic),106.39,3936.43,No
CUST_02802,Female,0,14,Two year,No,Credit card (automatic),49.79,697.06,No
CUST_02803,Female,0,27,Two year,No,Mailed check,54.81,1479.87,No
CUST_02804,Female,1,31,Month-to-month,Yes,Electronic check,64.74,2006.94,No
CUST_02805,Male,0,44,Two year,Yes,Mailed check,30.01,1320.44,No
CUST_02806,Male,0,68,One year,Yes,Mailed check,84.97,5777.96,Yes
CUST_02807,Male,0,48,Two year,Yes,Electronic check,34.09,1636.32,No
CUST_02808,Male,0,57,Month-to-month,Yes,Mailed check,107.85,6147.45,Yes
CUST_02809,Male,1,22,Month-to-month,No,Bank transfer (automatic),57.85,1272.7,Yes
CUST_02810,Female,1,4,Month-to-month,No,Electronic check,86.29,345.16,Yes
CUST_02811,Male,0,72,Month-to-month,No,Bank transfer (automatic),109.96,7917.12,Yes
CUST_02812,Male,0,46,One year,No,Credit card (automatic),46.92,2158.32,No
CUST_02813,Male,1,59,Month-to-month,No,Bank transfer (automatic),75.44,4450.96,No
CUST_02814,Female,1,34,Two year,No,Credit card (automatic),69.02,2346.68,No
CUST_02815,Female,0,11,Month-to-month,No,Credit card (automatic),51.93,571.23,No
CUST_02816,Female,0,31,Month-to-month,Yes,Electronic check,91.39,2833.09,No
CUST_02817,Female,0,11,One year,Yes,Bank transfer (automatic),44.02,484.22,No
CUST_02818,Male,1,56,One year,Yes,Bank transfer (automatic),51.83,2902.48,No
CUST_02819,Male,0,38,Month-to-month,No,Bank transfer (automatic),59.6,2264.8,Yes
CUST_02820,Female,0,21,Two year,Yes,Electronic check,75.37,1582.77,No
CUST_02821,Female,0,10,One year,Yes,Credit card (automatic),49.02,490.2,No
CUST_02822,Male,0,26,One year,Yes,Credit card (automatic),42.02,1092.52,No
CUST_02823,Male,0,8,One year,No,Credit card (automatic),69.38,555.04,No
CUST_02824,Female,1,8,Month-to-month,Yes,Electronic check,70.77,566.16,No
CUST_02825,Female,0,60,One year,No,Electronic check,60.29,3617.4,No
CUST_02826,Female,0,72,Two year,No,Mailed check,35.95,2588.4,No
CUST_02827,Female,0,34,Month-to-month,No,Bank transfer (automatic),94.89,3226.26,No
CUST_02828,Male,0,16,Month-to-month,Yes,Credit card (automatic),86.09,1377.44,Yes
CUST_02829,Male,0,13,Two year,Yes,Mailed check,48.21,626.73,No
CUST_02830,Male,0,22,Month-to-month,Yes,Mailed check,60.29,1326.38,No
CUST_02831,Female,0,27,Month-to-month,Yes,Bank transfer (automatic),85.61,2311.47,Yes
CUST_02832,Female,0,64,Two year,Yes,Electronic check,68.93,4411.52,No
CUST_02833,Male,0,2,Month-to-month,No,Mailed check,68.74,137.48,No
CUST_02834,Male,0,26,Month-to-month,Yes,Electronic check,51.55,1340.3,No
CUST_02835,Male,1,69,Two year,No,Electronic check,40.72,2304.2200000000003,No
CUST_02836,Male,1,30,Two year,No,Bank transfer (automatic),64.12,1923.6,No
CUST_02837,Female,0,8,Month-to-month,Yes,Mailed check,109.35,874.8,No
CUST_02838,Male,0,38,One year,No,Credit card (automatic),40.67,1545.46,No
CUST_02839,Male,1,61,Two year,No,Mailed check,45.31,2763.91,No
CUST_02840,Male,0,65,One year,Yes,Credit card (automatic),43.1,2801.5,No
CUST_02841,Male,0,67,Month-to-month,Yes,Credit card (automatic),68.98,4621.66,Yes
CUST_02842,Male,1,46,Month-to-month,Yes,Electronic check,74.35,3420.1,No
CUST_02843,Male,0,72,Month-to-month,Yes,Credit card (automatic),105.25,7578.0,No
CUST_02844,Male,0,43,Two year,No,Bank transfer (automatic),34.03,1463.29,No
CUST_02845,Female,1,59,Two year,Yes,Mailed check,68.86,4062.74,No
CUST_02846,Female,0,46,Two year,No,Electronic check,49.78,2289.88,No
CUST_02847,Female,0,72,Two year,Yes,Electronic check,70.56,5080.32,No
CUST_02848,Female,0,35,One year,Yes,Credit card (automatic),65.67,2298.45,No
CUST_02849,Male,0,39,Month-to-month,Yes,Electronic check,52.36,2042.04,Yes
CUST_02850,Female,0,51,Two year,Yes,Bank transfer (automatic),77.31,3942.81,No
CUST_02851,Female,0,4,One year,Yes,Bank transfer (automatic),44.14,176.56,No
CUST_02852,Male,1,51,One year,Yes,Electronic check,69.88,3563.88,No
CUST_02853,Male,0,5,Month-to-month,No,Electronic check,102.66,513.3,Yes
CUST_02854,Female,0,55,Two year,No,Bank transfer (automatic),33.99,1869.45,No
CUST_02855,Female,0,20,Month-to-month,Yes,Credit card (automatic),83.23,1664.6,Yes
CUST_02856,Male,0,24,Month-to-month,Yes,Electronic check,99.46,2387.04,Yes
CUST_02857,Female,0,36,One year,Yes,Credit card (automatic),89.32,3215.52,Yes
CUST_02858,Male,1,34,One year,Yes,Electronic check,76.22,2591.48,Yes
CUST_02859,Male,1,54,Month-to-month,No,Bank transfer (automatic),66.7,3601.8,No
CUST_02860,Male,0,34,Two year,No,Electronic check,64.98,2209.32,No
CUST_02861,Male,0,17,Month-to-month,No,Electronic check,92.35,1569.95,Yes
CUST_02862,Female,0,5,Month-to-month,Yes,Electronic check,92.0,460.0,Yes
CUST_02863,Male,0,18,Month-to-month,No,Bank transfer (automatic),101.26,1822.68,No
CUST_02864,Male,0,55,One year,Yes,Bank transfer (automatic),44.37,2440.35,No
CUST_02865,Female,0,53,Two year,No,Bank transfer (automatic),35.42,1877.26,No
CUST_02866,Male,1,50,Two year,Yes,Mailed check,62.03,3101.5,No
CUST_02867,Female,0,72,Two year,Yes,Mailed check,77.69,5593.68,No
CUST_02868,Female,0,45,Month-to-month,Yes,Mailed check,77.95,3507.75,No
CUST_02869,Female,0,13,Month-to-month,Yes,Mailed check,107.63,1399.19,Yes
CUST_02870,Male,0,16,One year,No,Bank transfer (automatic),86.9,1390.4,No
CUST_02871,Female,0,13,Month-to-month,No,Electronic check,104.17,1354.21,Yes
CUST_02872,Female,0,20,Two year,Yes,Bank transfer (automatic),75.49,1509.8,No
CUST_02873,Male,0,66,One year,No,Mailed check,84.92,5604.72,No
CUST_02874,Female,0,47,Two year,Yes,Credit card (automatic),70.99,3336.53,No
CUST_02875,Female,0,19,Month-to-month,Yes,Credit card (automatic),91.7,1742.3,No
CUST_02876,Female,0,45,Month-to-month,No,Bank transfer (automatic),51.46,2315.7,No
CUST_02877,Female,0,37,One year,No,Electronic check,46.61,1724.57,No
CUST_02878,Female,0,54,Month-to-month,Yes,Mailed check,58.05,3134.7,No
CUST_02879,Male,0,6,One year,Yes,Electronic check,41.18,247.08,No
CUST_02880,Female,0,14,Month-to-month,Yes,Electronic check,57.0,798.0,No
CUST_02881,Female,0,4,Month-to-month,No,Electronic check,105.18,420.72,Yes
CUST_02882,Male,0,55,Month-to-month,No,Mailed check,89.83,4940.65,No
CUST_02883,Male,0,34,Month-to-month,Yes,Bank transfer (automatic),68.72,2336.48,Yes
CUST_02884,Male,0,27,One year,No,Mailed check,79.67,2151.09,No
CUST_02885,Female,0,7,Month-to-month,Yes,Mailed check,79.3,555.1,Yes
CUST_02886,Male,0,3,Month-to-month,Yes,Bank transfer (automatic),58.53,175.59,No
CUST_02887,Female,0,47,Month-to-month,No,Bank transfer (automatic),103.07,4844.29,Yes
CUST_02888,Female,1,2,Month-to-month,Yes,Bank transfer (automatic),70.32,140.64,No
CUST_02889,Male,0,25,Month-to-month,Yes,Credit card (automatic),91.93,2304.2200000000003,Yes
CUST_02890,Male,1,60,Month-to-month,No,Credit card (automatic),67.44,4046.4,No
CUST_02891,Female,0,24,One year,Yes,Bank transfer (automatic),65.0,1560.0,No
CUST_02892,Male,0,15,One year,Yes,Electronic check,80.81,1212.15,Yes
CUST_02893,Female,1,14,One year,No,Credit card (automatic),47.84,669.76,No
CUST_02894,Male,0,54,Two year,No,Mailed check,78.86,4258.44,No
CUST_02895,Male,0,6,Month-to-month,No,Mailed check,54.21,325.26,No
CUST_02896,Male,0,18,One year,Yes,Credit card (automatic),66.7,1200.6,No
CUST_02897,Female,0,20,Two year,Yes,Mailed check,75.8,1516.0,No
CUST_02898,Male,0,62,Month-to-month,No,Bank transfer (automatic),106.74,6617.88,No
CUST_02899,Female,0,40,One year,Yes,Mailed check,51.61,2064.4,Yes
CUST_02900,Female,1,39,Month-to-month,Yes,Credit card (automatic),58.64,2286.96,Yes
CUST_02901,Female,0,52,Month-to-month,Yes,Electronic check,93.46,4859.92,Yes
CUST_02902,Female,1,32,Two year,Yes,Mailed check,32.1,1027.2,No
CUST_02903,Male,1,27,Month-to-month,Yes,Mailed check,79.11,2135.97,No
CUST_02904,Female,0,52,Month-to-month,No,Electronic check,97.78,5084.56,No
CUST_02905,Female,0,63,Month-to-month,No,Credit card (automatic),83.62,5268.06,No
CUST_02906,Male,1,63,Month-to-month,Yes,Electronic check,61.28,3860.64,No
CUST_02907,Female,1,17,Month-to-month,No,Mailed check,79.22,1346.74,No
CUST_02908,Male,0,49,One year,No,Credit card (automatic),86.06,2304.2200000000003,Yes
CUST_02909,Female,0,23,Two year,No,Bank transfer (automatic),60.86,1399.78,Yes
CUST_02910,Male,0,72,Two year,Yes,Credit card (automatic),66.07,4757.04,No
CUST_02911,Female,0,13,Month-to-month,Yes,Credit card (automatic),70.18,912.34,No
CUST_02912,Male,0,23,Two year,Yes,Bank transfer (automatic),39.42,906.66,No
CUST_02913,Female,0,57,One year,Yes,Credit card (automatic),52.78,3008.46,No
CUST_02914,Female,0,62,Month-to-month,Yes,Mailed check,81.99,5083.38,No
CUST_02915,Male,0,54,Two year,Yes,Mailed check,44.01,2376.54,No
